S/N,STATE,SENATORIAL ZONE,LGA,WARD,PU,DELIMITATION
856,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,KOFAR MAL. MUSA U/ROGO,31/05/10/099
857,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,NEPA VILLAGE ZARIA ROAD,31/05/10/100
858,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,FUDAWA,31/05/10/101
859,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,SNR. STAFF QUARTERS,31/05/10/102
860,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,GADAN BAUCHI II,31/05/10/103
861,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. ROGO PRY. SCHOOL IV,31/05/10/104
862,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,UNG. RUKUBA IV,31/05/10/105
863,PLATEAU,NORTHERN,JOS NORTH,Naraguta b,MAZAH JUNCTION,31/05/10/106
864,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,MOHAMMED WADA STREET,31/05/11/001
865,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,AFODUME STREET,31/05/11/002
866,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,NEW MARKET,31/05/11/003
867,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,YUSUF STREET,31/05/11/004
868,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,HALIRU STREET,31/05/11/005
869,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,ATILI STREET,31/05/11/006
870,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,MOONSHINE H. JUNCTION,31/05/11/007
871,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,SARKIN ARAB STREET,31/05/11/008
872,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,POTATOES MARKET,31/05/11/009
873,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,DODO STREET I,31/05/11/010
874,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,DODO STREET II,31/05/11/011
875,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,WILLIAM STREET,31/05/11/012
876,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,MALLAM AUDU STREET,31/05/11/013
877,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,CEMETERY STREET,31/05/11/014
878,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,AJAYI STREET,31/05/11/015
879,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,ENUGU STREET,31/05/11/016
880,PLATEAU,NORTHERN,JOS NORTH,Sarkin arab,OLD RAILWAY,31/05/11/017
881,PLATEAU,NORTHERN,JOS NORTH,Tafawa balewa,KASHIM IBRAHIM,31/05/12/001
882,PLATEAU,NORTHERN,JOS NORTH,Tafawa balewa,PANKSHIN STREET,31/05/12/002
883,PLATEAU,NORTHERN,JOS NORTH,Tafawa balewa,GOMBE AVENUE,31/05/12/003
884,PLATEAU,NORTHERN,JOS NORTH,Tafawa balewa,ZIK AVENUE I,31/05/12/004
885,PLATEAU,NORTHERN,JOS NORTH,Tafawa balewa,TAFAWA BALEWA,31/05/12/005
886,PLATEAU,NORTHERN,JOS NORTH,Tafawa balewa,TOWNSHIP SCHOOL,31/05/12/006
887,PLATEAU,NORTHERN,JOS NORTH,Tafawa balewa,EYAMBA STREET,31/05/12/007
888,PLATEAU,NORTHERN,JOS NORTH,Tafawa balewa,NDAGI FAROUK,31/05/12/008
889,PLATEAU,NORTHERN,JOS NORTH,Tafawa balewa,NIGER AVENUE,31/05/12/009
890,PLATEAU,NORTHERN,JOS NORTH,Tafawa balewa,PRESTIGE HOTEL JUNCTION,31/05/12/010
891,PLATEAU,NORTHERN,JOS NORTH,Tafawa balewa,ZIK AVENUE II,31/05/12/011
892,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,KABONG SOUTH,31/05/13/001
893,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,ALHERI CENTRAL,31/05/13/002
894,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,ALHERI SOUTH I,31/05/13/003
895,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,ALHERI SOUTH II,31/05/13/004
896,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UTAN CENTRAL,31/05/13/005
897,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,ST. MURUMBA ZARIA RD I,31/05/13/006
898,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. ABUJA T/WADA I,31/05/13/007
899,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. LAGOS T/WADA I,31/05/13/008
900,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. LAGOS T/WADA II,31/05/13/009
901,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. GADA T/WADA,31/05/13/010
902,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. MIANGO T/WADA I,31/05/13/011
903,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. MIANGO T/WADA II,31/05/13/012
904,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. BAUDA T/WADA I,31/05/13/013
905,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. BAUDA T/WADA II,31/05/13/014
906,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. BAUDA T/WADA III,31/05/13/015
907,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,ST. MURUMBA ZARIA RD II,31/05/13/016
908,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. WALI GADA BIYU I,31/05/13/017
909,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. WALI GADA BIYU II,31/05/13/018
910,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. SOYA I,31/05/13/019
911,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. SOYA II,31/05/13/020
912,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,LEA PR. SCH. T/WADA,31/05/13/021
913,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,FED. SECRETARIAT I,31/05/13/022
914,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. HAUSAWA T/WADA I,31/05/13/023
915,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,APOLO CRESCENT,31/05/13/024
916,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. YASHI T/WADA I,31/05/13/025
917,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. YASHI T/WADA II,31/05/13/026
918,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. ABUJA T/WADA II,31/05/13/027
919,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. ABUJA T/WADA III,31/05/13/028
920,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,DONG VILLAGE,31/05/13/029
921,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. CHIROMA RUKUBA RD,31/05/13/030
922,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,WILD LIFE PARK,31/05/13/031
923,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,KABONG CENTRAL I,31/05/13/032
924,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,KABONG CENTRAL II,31/05/13/033
925,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,KABONG RCM,31/05/13/034
926,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UTAN NORTH,31/05/13/035
927,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UTAN SOUTH,31/05/13/036
928,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. SARKI T/WADA,31/05/13/037
929,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,SABON GARI MADO TUDUNWADA,31/05/13/038
930,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,MADO TOURISM GATE T/WADA,31/05/13/039
931,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,ALBARKANS PRI. PRY. SCH. T/WADA,31/05/13/040
932,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,AREA COURT T/WADA,31/05/13/041
933,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,BRIGHT WAY RUKUBA ROAD,31/05/13/042
934,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. RIMI RUKUBA ROAD,31/05/13/043
935,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. CHAI KABONG,31/05/13/044
936,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,BAUDA KABONG,31/05/13/045
937,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,ALAMA JUNCTION RUKUBA RD,31/05/13/046
938,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. CHAWAI KABONG,31/05/13/047
939,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UTAN PHC,31/05/13/048
940,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. SALE LANE U/SOYA,31/05/13/049
941,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. MATA KABONG,31/05/13/050
942,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. JUMAA ROAD,31/05/13/051
943,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,ROCK HAVEN ZARIA RD,31/05/13/052
944,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,"J.M.D.B QUARTERS, T/WADA",31/05/13/053
945,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,"POST OFFICE, ZARIA ROAD",31/05/13/054
946,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,"MALLAM FARI JUNCTION, ZARIA RD",31/05/13/055
947,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,"GBOKO ROAD, T/WADA",31/05/13/056
948,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,DONG VILLAGE (UNG. CHIROMA),31/05/13/057
949,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,NEPA CLOSE T/WADA,31/05/13/058
950,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. KOWA RUKUBA ROAD,31/05/13/059
951,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,BEHIND ST. MURUMBA Z/ROAD,31/05/13/060
952,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UTAN LANE RUKUBA RD I,31/05/13/061
953,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. LAGOS T/WADA III,31/05/13/062
954,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,FED. SECRETARIAT II,31/05/13/063
955,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UNG. HAUSAWA T/WADA II,31/05/13/064
956,PLATEAU,NORTHERN,JOS NORTH,Tudun wada - kabong,UTAN LANE RUKUBA RD II,31/05/13/065
957,PLATEAU,NORTHERN,JOS NORTH,Vanderpuye,PANYAM STREET I,31/05/14/001
958,PLATEAU,NORTHERN,JOS NORTH,Vanderpuye,CHURCH STREET,31/05/14/002
959,PLATEAU,NORTHERN,JOS NORTH,Vanderpuye,SHENDAM STREET I,31/05/14/003
960,PLATEAU,NORTHERN,JOS NORTH,Vanderpuye,ST. PAULS  TOWNSHIP,31/05/14/004
961,PLATEAU,NORTHERN,JOS NORTH,Vanderpuye,YELWA STREET,31/05/14/005
962,PLATEAU,NORTHERN,JOS NORTH,Vanderpuye,PANYAM STREET II,31/05/14/006
963,PLATEAU,NORTHERN,JOS NORTH,Vanderpuye,RWANG PAM STREET,31/05/14/007
964,PLATEAU,NORTHERN,JOS NORTH,Vanderpuye,LANGTANG STREET,31/05/14/008
965,PLATEAU,NORTHERN,JOS NORTH,Vanderpuye,ST. THERESA BOYS SCHOOL,31/05/14/009
966,PLATEAU,NORTHERN,JOS NORTH,Vanderpuye,DOHERTY STREET,31/05/14/010
967,PLATEAU,NORTHERN,JOS NORTH,Vanderpuye,SHENDAM STREET II,31/05/14/011
968,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,BAPTIST PRIMARY SCHOOL,31/06/01/001
969,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,YELWA,31/06/01/002
970,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,STEEL ROLLING MILL QUARTERS,31/06/01/003
971,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,CORONA,31/06/01/004
972,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,ISLAMIYA 1,31/06/01/005
973,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,ST. JARLARTHS PRY. SCHOOL 1,31/06/01/006
974,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,NESCO,31/06/01/007
975,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,KUGIYA 1,31/06/01/008
976,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,MOTOR PARK,31/06/01/009
977,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,MALL. IDI STREET,31/06/01/010
978,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,BWANDANG,31/06/01/011
979,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,ZANG SEC. SCHOOL,31/06/01/012
980,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,KAJOLA STREET  1,31/06/01/013
981,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,NEW LAYOUT,31/06/01/014
982,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,MUGAMBUS,31/06/01/015
983,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,KERANA LEA SCHOOL  1,31/06/01/016
984,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,KIRANA VILLAGE,31/06/01/017
985,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,SABON LAYI,31/06/01/018
986,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,GERO ROAD,31/06/01/019
987,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,BEHIND DIAMOND BANK,31/06/01/020
988,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,ST. PETERS PRY. SCHOOL 1,31/06/01/021
989,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,GURALANDO,31/06/01/022
990,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,WOLBI,31/06/01/023
991,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,BAH,31/06/01/024
992,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,C.T.M. STADIUM,31/06/01/025
993,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,POST OFFICE  1,31/06/01/026
994,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,ALKALI STREET  1,31/06/01/027
995,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,FARIDA,31/06/01/028
996,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,ZANGO STREET,31/06/01/029
997,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,OGBOMOSHO STREET,31/06/01/030
998,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,MADAKI STREET,31/06/01/031
999,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,WARRAM STREET,31/06/01/032
1000,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,DR. ISIRI STREET,31/06/01/033
1001,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,AUDU STREET,31/06/01/034
1002,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,OPPOSITE POTATOE MARKET,31/06/01/035
1003,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,S.I.M STREET,31/06/01/036
1004,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,POST OFFICE  11,31/06/01/037
1005,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,AMALE STREET,31/06/01/038
1006,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,YANDOKA STREET,31/06/01/039
1007,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,BAPTIST STREET.,31/06/01/040
1008,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,JOS ROAD CO-PERATIVE OFFICE,31/06/01/041
1009,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,ISLAMIYA   11,31/06/01/042
1010,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,ST. JARLARTHS PRY. SCHOOL   11,31/06/01/043
1011,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,KAJOLA STREET  11,31/06/01/044
1012,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,"KERANA LEA PRY SCHOOL,  11",31/06/01/045
1013,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,"ST. PETERS PRY. SCHOOL, 11",31/06/01/046
1014,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,ALKALI STREET  11,31/06/01/047
1015,PLATEAU,NORTHERN,JOS SOUTH,Bukuru,KUGIYA   11,31/06/01/048
1016,PLATEAU,NORTHERN,JOS SOUTH,Du,DU EKAN PRY. SCHOOL,31/06/02/001
1017,PLATEAU,NORTHERN,JOS SOUTH,Du,LADURA  1,31/06/02/002
1018,PLATEAU,NORTHERN,JOS SOUTH,Du,KAGAYAN,31/06/02/003
1019,PLATEAU,NORTHERN,JOS SOUTH,Du,ROPANG,31/06/02/004
1020,PLATEAU,NORTHERN,JOS SOUTH,Du,LATYI-DU  1,31/06/02/005
1021,PLATEAU,NORTHERN,JOS SOUTH,Du,OLD GOVT. HOUSE  1,31/06/02/006
1022,PLATEAU,NORTHERN,JOS SOUTH,Du,ST. GEORGES PRY. SCHOOL   1,31/06/02/007
1023,PLATEAU,NORTHERN,JOS SOUTH,Du,LATYA,31/06/02/008
1024,PLATEAU,NORTHERN,JOS SOUTH,Du,DOI,31/06/02/009
1025,PLATEAU,NORTHERN,JOS SOUTH,Du,FWAVWAI,31/06/02/010
1026,PLATEAU,NORTHERN,JOS SOUTH,Du,KWANG  I,31/06/02/011
1027,PLATEAU,NORTHERN,JOS SOUTH,Du,RAHWOL KANANG  I,31/06/02/012
1028,PLATEAU,NORTHERN,JOS SOUTH,Du,T.C.N.N,31/06/02/013
1029,PLATEAU,NORTHERN,JOS SOUTH,Du,FWATY,31/06/02/014
1030,PLATEAU,NORTHERN,JOS SOUTH,Du,DURA,31/06/02/015
1031,PLATEAU,NORTHERN,JOS SOUTH,Du,LOHWOL-CHOM,31/06/02/016
1032,PLATEAU,NORTHERN,JOS SOUTH,Du,LADURA   11,31/06/02/017
1033,PLATEAU,NORTHERN,JOS SOUTH,Du,OLD GOVERNMENT HOUSE II,31/06/02/018
1034,PLATEAU,NORTHERN,JOS SOUTH,Du,ST. GEORGES PRY. SCHOOL  11,31/06/02/019
1035,PLATEAU,NORTHERN,JOS SOUTH,Du,DILIMI/KWANG  11,31/06/02/020
1036,PLATEAU,NORTHERN,JOS SOUTH,Du,RAHWOL KANANG  II,31/06/02/021
1037,PLATEAU,NORTHERN,JOS SOUTH,Du,LATYI-DU   II,31/06/02/022
1038,PLATEAU,NORTHERN,JOS SOUTH,Du,OLD GOVT. HOUSE  111,31/06/02/023
1039,PLATEAU,NORTHERN,JOS SOUTH,Du,DU EKAN PRY. SCHOOL  11,31/06/02/024
1040,PLATEAU,NORTHERN,JOS SOUTH,Giring,STAFF TRAINING CENTRE I,31/06/03/001
1041,PLATEAU,NORTHERN,JOS SOUTH,Giring,STAFF TRAINING CENTRE II,31/06/03/002
1042,PLATEAU,NORTHERN,JOS SOUTH,Giring,NATIONAL DIRECTORATE OF EMPLOYMENT,31/06/03/003
1043,PLATEAU,NORTHERN,JOS SOUTH,Giring,COOMEX,31/06/03/004
1044,PLATEAU,NORTHERN,JOS SOUTH,Giring,HWOLSHE PRY. SCHOOL  1,31/06/03/005
1045,PLATEAU,NORTHERN,JOS SOUTH,Giring,KIRANA,31/06/03/006
1046,PLATEAU,NORTHERN,JOS SOUTH,Giring,GIGIRING,31/06/03/007
1047,PLATEAU,NORTHERN,JOS SOUTH,Giring,HWOLSHE/GIRING,31/06/03/008
1048,PLATEAU,NORTHERN,JOS SOUTH,Giring,MOUNTAIN VIEW,31/06/03/009
1049,PLATEAU,NORTHERN,JOS SOUTH,Giring,DANYERE,31/06/03/010
1050,PLATEAU,NORTHERN,JOS SOUTH,Giring,ABBATTOIR ROAD RCM  1,31/06/03/011
1051,PLATEAU,NORTHERN,JOS SOUTH,Giring,CORMRIN ROAD,31/06/03/012
1052,PLATEAU,NORTHERN,JOS SOUTH,Giring,FOTOTEK 1,31/06/03/013
1053,PLATEAU,NORTHERN,JOS SOUTH,Giring,ABBATTOIR MARKET,31/06/03/014
1054,PLATEAU,NORTHERN,JOS SOUTH,Giring,RIGIP,31/06/03/015
1055,PLATEAU,NORTHERN,JOS SOUTH,Giring,JI-GIRING,31/06/03/016
1056,PLATEAU,NORTHERN,JOS SOUTH,Giring,AIRFORCE PRY. SCHOOL,31/06/03/017
1057,PLATEAU,NORTHERN,JOS SOUTH,Giring,NAMUA,31/06/03/018
1058,PLATEAU,NORTHERN,JOS SOUTH,Giring,YINGI,31/06/03/019
1059,PLATEAU,NORTHERN,JOS SOUTH,Giring,DAHWOL,31/06/03/020
1060,PLATEAU,NORTHERN,JOS SOUTH,Giring,STATE SECRETARIAT,31/06/03/021
1061,PLATEAU,NORTHERN,JOS SOUTH,Giring,DANCHOM,31/06/03/022
1062,PLATEAU,NORTHERN,JOS SOUTH,Giring,DAHWOL,31/06/03/023
1063,PLATEAU,NORTHERN,JOS SOUTH,Giring,GOLD & BASE,31/06/03/024
1064,PLATEAU,NORTHERN,JOS SOUTH,Giring,SHAKA,31/06/03/025
1065,PLATEAU,NORTHERN,JOS SOUTH,Giring,DOGON KARFE  1,31/06/03/026
1066,PLATEAU,NORTHERN,JOS SOUTH,Giring,VIDEO MARS,31/06/03/027
1067,PLATEAU,NORTHERN,JOS SOUTH,Giring,HILL CREST,31/06/03/028
1068,PLATEAU,NORTHERN,JOS SOUTH,Giring,JEKA KADIMA  1,31/06/03/029
1069,PLATEAU,NORTHERN,JOS SOUTH,Giring,"HWOLSHE PRY. SCHOOL, 11",31/06/03/030
1070,PLATEAU,NORTHERN,JOS SOUTH,Giring,ABBATTOIR ROAD 1,31/06/03/031
1071,PLATEAU,NORTHERN,JOS SOUTH,Giring,FOTOTEK 11,31/06/03/032
1072,PLATEAU,NORTHERN,JOS SOUTH,Giring,AIRFORCE PRY. SCHOOL,31/06/03/033
1073,PLATEAU,NORTHERN,JOS SOUTH,Giring,DOGON KARFE 11,31/06/03/034
1074,PLATEAU,NORTHERN,JOS SOUTH,Giring,JEKA KADIMA  11,31/06/03/035
1075,PLATEAU,NORTHERN,JOS SOUTH,Giring,HWOLSHE CLINIC,31/06/03/036
1076,PLATEAU,NORTHERN,JOS SOUTH,Giring,ABBATTOIR MAGISTRATE COURT,31/06/03/037
1077,PLATEAU,NORTHERN,JOS SOUTH,Giring,DOGON KARFE 111,31/06/03/038
1078,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,SABON G/KANAR,31/06/04/001
1079,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,GURA RIYOM,31/06/04/002
1080,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,LEA SABON G/KANAR,31/06/04/003
1081,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,SOT GYEL,31/06/04/004
1082,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,RASOT GYEL 1,31/06/04/005
1083,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,GAFANG,31/06/04/006
1084,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,YAMMA,31/06/04/007
1085,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,GANYE  1,31/06/04/008
1086,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,RANKYENG  1,31/06/04/009
1087,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,LEA GYEL,31/06/04/010
1088,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,LOH DABARAN,31/06/04/011
1089,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,GANGARE,31/06/04/012
1090,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,GANGARE  II,31/06/04/013
1091,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,TANCHOL,31/06/04/014
1092,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,DABWAN,31/06/04/015
1093,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,TAHEI,31/06/04/016
1094,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,TAKUM,31/06/04/017
1095,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,GERO,31/06/04/018
1096,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,LWELEN,31/06/04/019
1097,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,GAZON,31/06/04/020
1098,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,RASOT GYEL  11,31/06/04/021
1099,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,GANYE  11,31/06/04/022
1100,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,RANKYENG  11,31/06/04/023
1101,PLATEAU,NORTHERN,JOS SOUTH,Gyel a,GANYE   111,31/06/04/024
1102,PLATEAU,NORTHERN,JOS SOUTH,Gyel b,SABON BARKI,31/06/05/001
1103,PLATEAU,NORTHERN,JOS SOUTH,Gyel b,CHWEL,31/06/05/002
1104,PLATEAU,NORTHERN,JOS SOUTH,Gyel b,VWO,31/06/05/003
1105,PLATEAU,NORTHERN,JOS SOUTH,Gyel b,NYANGO,31/06/05/004
1106,PLATEAU,NORTHERN,JOS SOUTH,Gyel b,STATE LOWCOST  1,31/06/05/005
1107,PLATEAU,NORTHERN,JOS SOUTH,Gyel b,STATE LOW COST 11,31/06/05/006
1108,PLATEAU,NORTHERN,JOS SOUTH,Gyel b,RAKUN BELENG,31/06/05/007
1109,PLATEAU,NORTHERN,JOS SOUTH,Gyel b,BUKURU LOWCOST 1,31/06/05/008
1110,PLATEAU,NORTHERN,JOS SOUTH,Gyel b,BUKURU LOWCOST 11,31/06/05/009
1111,PLATEAU,NORTHERN,JOS SOUTH,Gyel b,BARKIN ACHA  1,31/06/05/010
1112,PLATEAU,NORTHERN,JOS SOUTH,Gyel b,RAFIN BAUNA,31/06/05/011
1113,PLATEAU,NORTHERN,JOS SOUTH,Gyel b,BUILDING MATERIAL MARKET,31/06/05/012
1114,PLATEAU,NORTHERN,JOS SOUTH,Gyel b,STATE LOWCOST 111,31/06/05/013
1115,PLATEAU,NORTHERN,JOS SOUTH,Gyel b,BUKURU LOWCOST  111,31/06/05/014
1116,PLATEAU,NORTHERN,JOS SOUTH,Gyel b,BARKIN ACHA  11,31/06/05/015
1117,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,DAKAN,31/06/06/001
1118,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,CHOL,31/06/06/002
1119,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,DAHWOL,31/06/06/003
1120,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,KANADAP  I,31/06/06/004
1121,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,DABWAK,31/06/06/005
1122,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,DAZEK,31/06/06/006
1123,PLATEAU,NORTHERN,JOS SOUTH,Kuru a,VWEI,31/06/06/007
